-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92,-4.92
-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84,-4.84
-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76
-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68
-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6,-4.6
-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52,-4.52
-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44,-4.44
-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36,-4.36
-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28,-4.28
